Beach Attributes,,,,,,,,,,,,,,,,,,,,,,,
EPA Office of Water,2/8/024,,,,,,,,,,,,,,,,,,,,,,
BEACH_ID,PRG_INT_CODE,BEACH_NAME,BEACH_COUNTY,BEACH_STATE,BEACH_TRIBE_CODE,HISTORICAL_ID_FLAG,BEACH_LEN_IN_MI,BEACH_LATEST_BEACH_YEAR,BEACH_ACCESS,OWNER_ACCESS,DORMANT_STATUS,START_LATITUDE_MEASURE,START_LONGITUDE_MEASURE,END_LATITUDE_MEASURE,END_LONGITUDE_MEASURE,SOURCE_MAP_SCALE,H_REREFENCE_DATUM_NAME,STATE_CONTACT_FIRST_NAME,STATE_CONTACT_LAST_NAME,STATE_CONTACT_AGENCY_NAME,STATE_CONTACT_TEL_NUMBER,STATE_CONTACT_URL,SOURCE_JOINKEY
MA240390,26084,Good Harbor,ESSEX,MA,,N,0.4289,2023,Public,Public,,42.6216,-70.62849,42.61739,-70.63442,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BB71-26FF-E063-42DE43865AE3}
MA241045,129128,Ned's Point,PLYMOUTH,MA,,N,0.142,2023,Public,Public,,41.65118,-70.79629,41.65129,-70.79428,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BB73-26FF-E063-42DE43865AE3}
MA241658,129173,Grandview,SUFFOLK,MA,,N,0.1355,2023,Public,Public,,42.36186,-70.97527,42.3599,-70.97502,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BB75-26FF-E063-42DE43865AE3}
MA242910,129382,Skaket Beach,BARNSTABLE,MA,,N,0.1689,2023,Public,Public,,41.79572,-70.01582,41.79632,-70.01314,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BB79-26FF-E063-42DE43865AE3}
MA244219,129490,Atkins Lane,BARNSTABLE,MA,,N,0.0655,2023,Public,Public,,42.05728,-70.17625,42.05777,-70.17516,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBC3-26FF-E063-42DE43865AE3}
MA245042,6907,East Sandwich,BARNSTABLE,MA,,N,0.9136,2023,Public,Public,,41.75387,-70.44706,41.74942,-70.43038,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBC5-26FF-E063-42DE43865AE3}
MA246390,162366,Mill Creek,BARNSTABLE,MA,,N,0.46,2023,Public,Public,,41.76472,-70.47585,41.76532,-70.48215,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBC7-26FF-E063-42DE43865AE3}
MA246471,129544,Wild Harbour Estates,BARNSTABLE,MA,,N,0.1556,2023,Public,Private,,41.63768,-70.64316,41.63602,-70.64225,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBC9-26FF-E063-42DE43865AE3}
MA246941,129543,New Silver (Silver Beach Improvement Association),BARNSTABLE,MA,,N,0.2104,2023,Public,Private,,41.64025,-70.64513,41.63769,-70.64316,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBCB-26FF-E063-42DE43865AE3}
MA247772,129522,Noon's Landing,BARNSTABLE,MA,,N,0.0423,2023,Public,Public,,42.04956,-70.11871,42.04922,-70.11803,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBCD-26FF-E063-42DE43865AE3}
MA249263,25866,Swansea Town Beach,BRISTOL,MA,,N,0.34,2023,Public,Public,,41.72603,-71.22201,41.72443,-71.21575,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBCF-26FF-E063-42DE43865AE3}
MA250771,164024,Wauwinet Bayside,NANTUCKET,MA,,N,0.09,2023,Public,Private,,41.32631,-70.00055,41.32746,-69.99984,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BBE5-26FF-E063-42DE43865AE3}
MA251641,26028,Keyes Beach,BARNSTABLE,MA,,N,0.1897,2023,Public,Public,,41.63517,-70.29272,41.63536,-70.28913,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BC59-26FF-E063-42DE43865AE3}
MA253281,129071,Gilder Road Beach,BARNSTABLE,MA,,N,0.0778,2023,Public,Public,,41.73493,-70.62076,41.73415,-70.62175,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BC4D-26FF-E063-42DE43865AE3}
MA253972,129467,Holly Woods 1,PLYMOUTH,MA,,N,0.04,2023,Public,Private,,41.66041,-70.75825,41.65992,-70.7584,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BC5B-26FF-E063-42DE43865AE3}
MA254065,129560,Sepiessa Point,DUKES,MA,,Y,0.448,2023,Public,Public,,41.34702504,-70.63859793,41.34756892,-70.63013165,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BDFF-26FF-E063-42DE43865AE3}
MA255405,26177,Jetties,NANTUCKET,MA,,N,0.1488,2023,Public,Public,,41.29651,-70.10692,41.29759,-70.10445,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BC5D-26FF-E063-42DE43865AE3}
MA256763,166883,West Beach Club,BARNSTABLE,MA,,N,0.0611,2023,Public,Private,,41.62848,-70.30652,41.62872,-70.30532,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCC9-26FF-E063-42DE43865AE3}
MA259042,26062,Malibu (DCR),SUFFOLK,MA,,N,0.2974,2023,Public,Public,,42.30794,-71.04973,42.30484,-71.048,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCCB-26FF-E063-42DE43865AE3}
MA260834,129185,Briarwood Marine and Science,BARNSTABLE,MA,,Y,0.064,2023,Private,Private,,41.70935,-70.61694,41.70844,-70.61718,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0B1-26FF-E063-42DE43865AE3}
MA262419,164025,Winston Ave,PROVINCETOWN,MA,,N,0.3,2023,Public,Public,,42.06172,-70.15385,42.06038,-70.14771,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCCD-26FF-E063-42DE43865AE3}
MA264442,129509,Seacrest Resort,BARNSTABLE,MA,,N,0.1673,2023,Public,Private,,41.62757,-70.64087,41.62522,-70.64011,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCCF-26FF-E063-42DE43865AE3}
MA265036,27426,Woodbury,ESSEX,MA,,N,0.067,2023,Public,Public,,42.547,-70.86285,42.54658,-70.86166,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCD1-26FF-E063-42DE43865AE3}
MA266766,129274,Kenberma,PLYMOUTH,MA,,N,0.4114,2023,Public,Public,,42.28856,-70.87302,42.28329,-70.86921,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCB1-26FF-E063-42DE43865AE3}
MA267840,129433,Plum Island Point,ESSEX,MA,,N,0.16,2023,Public,Public,,42.81787,-70.8174,42.81685,-70.81982,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCB3-26FF-E063-42DE43865AE3}
MA268317,25879,Seagull (Center),BARNSTABLE,MA,,N,0.2782,2023,Public,Public,,41.63494,-70.22517,41.63619,-70.22154,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCB9-26FF-E063-42DE43865AE3}
MA270096,129475,Lambert's Cove Beach,DUKES,MA,,N,0.0973,2023,Public,Public,,41.44347,-70.67127,41.4454,-70.66978,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCBB-26FF-E063-42DE43865AE3}
MA271417,166372,400 Beach,BRISTOL,MA,,N,0.11,2023,Public,Public,,41.60588,-70.91619,41.60697,-70.91748,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCBD-26FF-E063-42DE43865AE3}
MA272144,129515,Town Cove,BARNSTABLE,MA,,N,0.05,2023,Public,Public,,41.80009,-69.9806,41.80067,-69.98009,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCBF-26FF-E063-42DE43865AE3}
MA272297,26068,Nahant Beach,ESSEX,MA,,Y,1.35,2023,Public,Public,,42.456096,-70.935862,42.450426,-70.937571,12500,NAD27,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BB21-26FF-E063-42DE43865AE3}
MA273022,129479,Riverside Avenue,PLYMOUTH,MA,,N,0.2866,2023,Public,Public,,41.74803,-70.65585,41.75058,-70.65248,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCC1-26FF-E063-42DE43865AE3}
MA273205,129183,Owen Park,DUKES,MA,,N,0.3447,2023,Public,Public,,41.46014,-70.59983,41.45574,-70.60103,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCC3-26FF-E063-42DE43865AE3}
MA273720,129446,Point of Rocks,BARNSTABLE,MA,,N,0.05,2023,Public,Public,,41.77312,-70.07062,41.77267,-70.06989,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BCC7-26FF-E063-42DE43865AE3}
MA276288,129587,Falmouth Yacht Club,BARNSTABLE,MA,,N,0.1106,2023,Public,Private,,41.52772,-70.67705,41.52729,-70.67508,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BDA7-26FF-E063-42DE43865AE3}
MA276490,129069,Little River Road,BARNSTABLE,MA,,Y,0.02,2023,Public,Public,,41.623782,-70.424677,41.624118,-70.424717,12500,NAD27,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-B131-26FF-E063-42DE43865AE3}
MA276795,162378,Salisbury Beach Star of the Sea (DCR),ESSEX,MA,,N,2.05,2023,Public,Public,,42.87215,-70.81621,42.8425,-70.81571,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BDA9-26FF-E063-42DE43865AE3}
MA280847,129535,Acapesket Improvement Association,BARNSTABLE,MA,,N,0.2269,2023,Public,Private,,41.54672,-70.57449,41.5476,-70.57075,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BDAB-26FF-E063-42DE43865AE3}
MA281585,166388,Peases Point II (West),PLYMOUTH,MA,,N,0.0874,2023,Public,Private,,41.65311,-70.76051,41.6534,-70.75889,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BDAF-26FF-E063-42DE43865AE3}
MA281862,129394,Davy's Locker,BRISTOL,MA,,N,0.0587,2023,Public,Public,,41.6101,-70.90484,41.60931,-70.90472,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEE7-26FF-E063-42DE43865AE3}
MA282126,166379,Ellis Landing Park Condominiums,BARNSTABLE,MA,,N,0.12,2023,Private,Private,,41.775,-70.0572,41.77581,-70.05503,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEE1-26FF-E063-42DE43865AE3}
MA282318,150141,Children's Island - Back,ESSEX,MA,,N,0.0187,2023,Public,Private,,42.51098,-70.81333,42.51097,-70.81364,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEE3-26FF-E063-42DE43865AE3}
MA284111,129506,"Seacoast Shores Associates, Inc.",BARNSTABLE,MA,,N,0.0926,2023,Public,Private,,41.56472,-70.65405,41.56341,-70.65437,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEE5-26FF-E063-42DE43865AE3}
MA284631,129432,Plum Island - end of island 2,ESSEX,MA,,N,0.45,2023,Public,Public,,42.81477,-70.80993,42.81787,-70.8174,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEE9-26FF-E063-42DE43865AE3}
MA284847,129281,Magnolia,ESSEX,MA,,Y,0.417,2023,Public,Public,,42.57548745,-70.71567115,42.57548834,-70.72201541,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-B133-26FF-E063-42DE43865AE3}
MA286058,129312,Town Neck (Hemispheres),BARNSTABLE,MA,,N,0.2813,2023,Public,Public,,41.77523,-70.49511,41.77248,-70.49166,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFBB-26FF-E063-42DE43865AE3}
MA288814,25883,Wilbur Park,BARNSTABLE,MA,,N,0.0619,2023,Public,Public,,41.68444,-70.16049,41.68501,-70.16027,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFBD-26FF-E063-42DE43865AE3}
MA289542,166361,Constitution (DCR),SUFFOLK,MA,,N,0.4358,2023,Public,Public,,42.38145,-71.0111,42.3842,-71.00563,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFBF-26FF-E063-42DE43865AE3}
MA289622,129527,Corn Hill,BARNSTABLE,MA,,N,0.1277,2023,Public,Public,,42.00121,-70.0809,41.9994,-70.08037,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFC1-26FF-E063-42DE43865AE3}
MA289926,26022,Oregon,BARNSTABLE,MA,,Y,0.008,2023,Public,Public,,41.59605,-70.44459,41.59617,-70.44456,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFE5-26FF-E063-42DE43865AE3}
MA290525,129504,Wood Neck Beach,BARNSTABLE,MA,,N,0.1078,2023,Public,Public,,41.57424,-70.64166,41.57578,-70.64133,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFC3-26FF-E063-42DE43865AE3}
MA290666,164026,Wauwinet Oceanside,NANTUCKET,MA,,N,0.07,2023,Public,Private,,41.33048,-69.99483,41.32956,-69.99414,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFC7-26FF-E063-42DE43865AE3}
MA291320,166367,Magnolia,ESSEX,MA,,N,0.4168,2023,Public,Public,,42.57583,-70.72243,42.5757,-70.71519,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C09F-26FF-E063-42DE43865AE3}
MA293803,129438,Seal Cove,PLYMOUTH,MA,,N,0.01,2023,Public,Private,,42.25257,-70.8759,42.25266,-70.87607,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0A1-26FF-E063-42DE43865AE3}
MA294678,129426,Town Landing - Breakwater,BARNSTABLE,MA,,N,0.34,2023,Public,Public,,42.06163,-70.16034,42.06172,-70.15385,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0A3-26FF-E063-42DE43865AE3}
MA300950,129167,Merrymount,NORFOLK,MA,,N,0.1564,2023,Public,Public,,42.26616,-70.99662,42.26593,-70.99408,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0FB-26FF-E063-42DE43865AE3}
MA301176,129348,Bone Hill,BARNSTABLE,MA,,Y,0.009,2023,Public,Public,,41.71073002,-70.27620942,41.71083099,-70.27594566,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BB77-26FF-E063-42DE43865AE3}
MA301976,129262,Rocky Nook,PLYMOUTH,MA,,N,0.0495,2023,Public,Private,,41.99633,-70.70006,41.99566,-70.69982,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0EB-26FF-E063-42DE43865AE3}
MA302057,166384,Cranberry Hill,BARNSTABLE,MA,,N,0.04,2023,Public,Private,,42.01609,-70.08557,42.01659,-70.08579,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0ED-26FF-E063-42DE43865AE3}
MA302533,129519,Silver Shell,PLYMOUTH,MA,,Y,0.17,2023,Public,Public,,41.694598,-70.756186,41.69321614,-70.75602822,12500,NAD27,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-ADD7-26FF-E063-42DE43865AE3}
MA305758,129405,Rexhame,PLYMOUTH,MA,,N,1.2483,2023,Public,Public,,42.12578,-70.68043,42.12144,-70.67593,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0EF-26FF-E063-42DE43865AE3}
MA305868,129553,Chapoquoit Associates - Little Beach,BARNSTABLE,MA,,N,0.1184,2023,Public,Private,,41.60559,-70.64653,41.60475,-70.64465,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0F1-26FF-E063-42DE43865AE3}
MA306577,26174,Children's,NANTUCKET,MA,,N,0.0553,2023,Public,Public,,41.28704,-70.09708,41.28784,-70.09711,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C0F3-26FF-E063-42DE43865AE3}
MA307654,162380,Colonial Acres West,BARNSTABLE,MA,,N,0.04,2023,Public,Public,,41.64612,-70.25754,41.64587,-70.25684,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEEB-26FF-E063-42DE43865AE3}
MA308765,129235,Pleasant Road,BARNSTABLE,MA,,N,0.0921,2023,Public,Public,,41.6597,-70.10573,41.65938,-70.10746,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEED-26FF-E063-42DE43865AE3}
MA310983,166393,Wychmere Harbor Beach Club,BARNSTABLE,MA,,N,0.12,2023,Public,Private,,41.66206,-70.06744,41.66159,-70.06515,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEEF-26FF-E063-42DE43865AE3}
MA312817,129197,Nauset Light (National Seashore),BARNSTABLE,MA,,Y,2.161,2023,Public,Public,,41.88045752,-69.95649083,41.84996058,-69.94712226,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-AF77-26FF-E063-42DE43865AE3}
MA312972,129336,Popponesset (New Seabury Inn),BARNSTABLE,MA,,N,0.45,2023,Public,Private,,41.5633,-70.4709,41.5684,-70.4649,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEF1-26FF-E063-42DE43865AE3}
MA316039,26047,Avalon,NORFOLK,MA,,N,0.125,2023,Public,Public,,42.24838,-70.97397,42.24771,-70.97173,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEF3-26FF-E063-42DE43865AE3}
MA316598,129346,Kalmus Yacht,BARNSTABLE,MA,,N,0.436,2023,Public,Public,,41.63272,-70.27281,41.63728,-70.27715,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEF5-26FF-E063-42DE43865AE3}
MA318034,129532,Menauhant East,BARNSTABLE,MA,,N,0.12,2023,Public,Public,,41.54936,-70.55527,41.5499,-70.5531,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEF7-26FF-E063-42DE43865AE3}
MA319129,129280,Clammer's Beach,ESSEX,MA,,N,0.0165,2023,Public,Public,,42.64876,-70.74385,42.64855,-70.74392,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEF9-26FF-E063-42DE43865AE3}
MA323358,129392,637 Commercial Street,BARNSTABLE,MA,,N,0.2322,2023,Public,Public,,42.05993,-70.16854,42.06088,-70.1642,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEFB-26FF-E063-42DE43865AE3}
MA323429,129604,Mink Meadows,DUKES,MA,,N,0.19,2023,Public,Private,,41.475,-70.61909,41.47635,-70.61587,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEFD-26FF-E063-42DE43865AE3}
MA325595,129327,Duck Harbor,BARNSTABLE,MA,,N,0.1776,2023,Public,Public,,41.94798,-70.07685,41.94544,-70.07683,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BEFF-26FF-E063-42DE43865AE3}
MA326666,25869,Bayview Street,BARNSTABLE,MA,,N,0.0796,2023,Public,Public,,41.64676,-70.2727,41.64752,-70.27356,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BF03-26FF-E063-42DE43865AE3}
MA329112,129270,Gunrock,PLYMOUTH,MA,,N,0.1748,2023,Public,Public,,42.26731,-70.84238,42.26794,-70.8394,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BF05-26FF-E063-42DE43865AE3}
MA333119,129184,Owen Little Way,DUKES,MA,,N,0.0281,2023,Public,Public,,41.46272,-70.59985,41.46363,-70.59949,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BF07-26FF-E063-42DE43865AE3}
MA333479,163743,Hamilton Beach,PLYMOUTH,MA,,N,0.36,2023,Public,Private,,41.74182,-70.71172,41.7444,-70.70954,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BF09-26FF-E063-42DE43865AE3}
MA334369,26126,Canoe,ESSEX,MA,,N,0.078,2023,Public,Public,,42.41966,-70.90787,42.41956,-70.9064,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BF0B-26FF-E063-42DE43865AE3}
MA335584,129648,Edgewater,PLYMOUTH,MA,,N,0.1043,2023,Public,Public,,42.27615,-70.87193,42.27573,-70.87366,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFE7-26FF-E063-42DE43865AE3}
MA336880,166113,Clipper Lane,BARNSTABLE,MA,,N,0.02,2023,Public,Public,,41.67466,-70.13048,41.67478,-70.13017,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFE9-26FF-E063-42DE43865AE3}
MA336945,26096,Ocean Avenue,ESSEX,MA,,N,0.0156,2023,Public,Public,,42.50886,-70.88763,42.50869,-70.88743,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-BFEB-26FF-E063-42DE43865AE3}
MA338567,25877,Parkers River East,BARNSTABLE,MA,,N,0.0342,2023,Public,Public,,41.64092,-70.21145,41.64119,-70.21092,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C03B-26FF-E063-42DE43865AE3}
MA339863,129520,Holly Woods 2,PLYMOUTH,MA,,N,0.05,2023,Public,Private,,41.65992,-70.7584,41.6592,-70.75855,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C03D-26FF-E063-42DE43865AE3}
MA341447,129344,Covell's,BARNSTABLE,MA,,N,0.1217,2023,Public,Public,,41.63561,-70.33496,41.63516,-70.33278,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C03F-26FF-E063-42DE43865AE3}
MA342299,26053,Orchard Street,NORFOLK,MA,,N,0.0714,2023,Public,Public,,42.29889,-71.00572,42.29787,-71.00598,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C043-26FF-E063-42DE43865AE3}
MA342526,26155,Oak Hill Shores,BRISTOL,MA,,N,0.0205,2023,Public,Private,,41.5973,-70.9286,41.5968,-70.9283,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C045-26FF-E063-42DE43865AE3}
MA343487,162370,Racing Beach Association,BARNSTABLE,MA,,N,0.12,2023,Public,Private,,41.55347,-70.65409,41.55504,-70.65424,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C047-26FF-E063-42DE43865AE3}
MA344031,129511,Ballston,BARNSTABLE,MA,,N,0.1372,2023,Public,Public,,42.00167,-70.0215,41.99994,-70.02019,100000,NAD83,Yashika,Dewani,Department of Public Health,781-429-9843,https://www.mass.gov/info-details/current-public-beach-postings,{127723E4-C049-26FF-E063-42DE43865AE3}
